,Comentarios
6310,justo lo que esperaba
6311, cumple las expectativas
6312,buena relacion calidad-precio
6313, cumple las expectativas
6314, muy bueno!
6315,muy malo
6316,me gusto
6317,muy malo
6318,no llego el producto
6319,no llego el producto
6320,justo lo que esperaba
6321,no llego en tiempo
6322,no cumple las expectativas
6323,buena relacion calidad-precio
6324, cumple las expectativas
6325,no llego el producto
6326,no llego en tiempo
6327,muy malo
6328,no cumple las expectativas
6329,no llego en tiempo
6330,no cumple las expectativas
6331,buena relacion calidad-precio
6332, muy bueno!
6333,no llego el producto
6334, cumple las expectativas
6335,no cumple las expectativas
6336,buena relacion calidad-precio
6337,no llego el producto
6338, muy bueno!
6339,justo lo que esperaba
6340,no llego en tiempo
6341,buena relacion calidad-precio
6342,no llego el producto
6343,llego justo a tiempo
6344,no llego el producto
6345,llego justo a tiempo
6346, muy bueno!
6347,no cumple las expectativas
6348,el paquete llego en mal estado
6349,no llego en tiempo
6350,buena relacion calidad-precio
6351,buena relacion calidad-precio
6352,no llego el producto
6353,no cumple las expectativas
6354,no llego el producto
6355,no llego el producto
6356,muy malo
6357,justo lo que esperaba
6358, la calidad no es la esperada
6359,justo lo que esperaba
6360,no cumple las expectativas
6361,no llego el producto
6362,llego justo a tiempo
6363,justo lo que esperaba
6364, la calidad no es la esperada
6365,llego justo a tiempo
6366,muy malo
6367, cumple las expectativas
6368,me gusto
6369, muy bueno!
6370,no cumple las expectativas
6371,no llego en tiempo
6372, cumple las expectativas
6373,muy malo
6374,no llego el producto
6375,el paquete llego en mal estado
6376,no llego el producto
6377,me gusto
6378,buena relacion calidad-precio
6379,buena relacion calidad-precio
6380, cumple las expectativas
6381,me gusto
6382, muy bueno!
6383,no llego el producto
6384,no llego el producto
6385,muy malo
6386,muy malo
6387, muy bueno!
6388,no cumple las expectativas
6389,no llego el producto
6390,el paquete llego en mal estado
6391,llego justo a tiempo
6392,justo lo que esperaba
6393,no cumple las expectativas
6394, la calidad no es la esperada
6395, cumple las expectativas
6396,muy malo
6397,llego justo a tiempo
6398,justo lo que esperaba
6399,muy malo
6400,buena relacion calidad-precio
6401,no cumple las expectativas
6402,muy malo
6403,justo lo que esperaba
6404,no llego en tiempo
6405, cumple las expectativas
6406,llego justo a tiempo
6407,me gusto
6408, la calidad no es la esperada
6409,no llego el producto
6410, muy bueno!
6411,me gusto
6412, muy bueno!
6413, cumple las expectativas
6414,me gusto
6415,llego justo a tiempo
6416,llego justo a tiempo
6417,no llego el producto
6418,me gusto
6419,no llego el producto
6420,el paquete llego en mal estado
6421,muy malo
6422,muy malo
6423,no llego el producto
6424,justo lo que esperaba
6425, cumple las expectativas
6426,buena relacion calidad-precio
6427,muy malo
6428,no llego en tiempo
6429,buena relacion calidad-precio
6430,no llego el producto
6431,muy malo
6432,el paquete llego en mal estado
6433,muy malo
6434, cumple las expectativas
6435,muy malo
6436,buena relacion calidad-precio
6437,llego justo a tiempo
6438,muy malo
6439, cumple las expectativas
6440, cumple las expectativas
6441,justo lo que esperaba
6442,buena relacion calidad-precio
6443,muy malo
6444, muy bueno!
6445,no cumple las expectativas
6446,buena relacion calidad-precio
6447,buena relacion calidad-precio
6448,justo lo que esperaba
6449,no llego el producto
6450,muy malo
6451,justo lo que esperaba
6452,no llego el producto
6453,el paquete llego en mal estado
6454, muy bueno!
6455,no llego en tiempo
6456,no cumple las expectativas
6457,no cumple las expectativas
6458, muy bueno!
6459, muy bueno!
6460, cumple las expectativas
6461, la calidad no es la esperada
6462,muy malo
6463,me gusto
6464, cumple las expectativas
6465,no cumple las expectativas
6466,muy malo
6467,no cumple las expectativas
6468,buena relacion calidad-precio
6469,me gusto
6470,el paquete llego en mal estado
6471,justo lo que esperaba
6472,muy malo
6473,muy malo
6474,justo lo que esperaba
6475,no cumple las expectativas
6476,muy malo
6477, muy bueno!
6478,justo lo que esperaba
6479,no llego el producto
6480,justo lo que esperaba
6481,buena relacion calidad-precio
6482,no llego en tiempo
6483,no llego el producto
6484,buena relacion calidad-precio
6485,buena relacion calidad-precio
6486, cumple las expectativas
6487, cumple las expectativas
6488,no cumple las expectativas
6489,buena relacion calidad-precio
6490,no cumple las expectativas
6491,muy malo
6492,no llego en tiempo
6493,me gusto
6494,el paquete llego en mal estado
6495,me gusto
6496,buena relacion calidad-precio
6497,justo lo que esperaba
6498,justo lo que esperaba
6499,no cumple las expectativas
6500,no cumple las expectativas
6501,buena relacion calidad-precio
6502, muy bueno!
6503,muy malo
6504,buena relacion calidad-precio
6505,no llego en tiempo
6506,buena relacion calidad-precio
6507, cumple las expectativas
6508, la calidad no es la esperada
6509,no cumple las expectativas
6510,no llego el producto
6511,muy malo
6512,buena relacion calidad-precio
6513,no llego en tiempo
6514,me gusto
6515,me gusto
6516,no llego el producto
6517,buena relacion calidad-precio
6518,el paquete llego en mal estado
6519,no llego el producto
6520,llego justo a tiempo
6521,justo lo que esperaba
6522,llego justo a tiempo
6523,llego justo a tiempo
6524, la calidad no es la esperada
6525,justo lo que esperaba
6526,no llego el producto
6527, muy bueno!
6528, cumple las expectativas
6529,no llego el producto
6530,no llego el producto
6531,no cumple las expectativas
6532,justo lo que esperaba
6533, muy bueno!
6534,no cumple las expectativas
6535,no llego el producto
6536, muy bueno!
6537,no cumple las expectativas
6538,no cumple las expectativas
6539,justo lo que esperaba
6540, muy bueno!
6541,el paquete llego en mal estado
6542,justo lo que esperaba
6543,no cumple las expectativas
6544,no llego el producto
6545,me gusto
6546,muy malo
6547,muy malo
6548,muy malo
6549,muy malo
6550, muy bueno!
6551,justo lo que esperaba
6552,no cumple las expectativas
6553,no llego en tiempo
6554,no llego el producto
6555,no llego el producto
6556,llego justo a tiempo
6557,justo lo que esperaba
6558,el paquete llego en mal estado
6559,me gusto
6560,llego justo a tiempo
6561,muy malo
6562,buena relacion calidad-precio
6563,no llego el producto
6564,no cumple las expectativas
6565, cumple las expectativas
6566,no llego en tiempo
6567,justo lo que esperaba
6568,justo lo que esperaba
6569,no cumple las expectativas
6570,me gusto
6571,no llego en tiempo
6572,buena relacion calidad-precio
6573, muy bueno!
6574,buena relacion calidad-precio
6575,llego justo a tiempo
6576,buena relacion calidad-precio
6577,buena relacion calidad-precio
6578,no cumple las expectativas
6579,me gusto
6580,llego justo a tiempo
6581, muy bueno!
6582, la calidad no es la esperada
6583,no llego el producto
6584,no llego el producto
6585,no cumple las expectativas
6586,justo lo que esperaba
6587,no llego el producto
6588,no cumple las expectativas
6589, cumple las expectativas
6590,buena relacion calidad-precio
6591, muy bueno!
6592,no llego el producto
6593,me gusto
6594, cumple las expectativas
6595,buena relacion calidad-precio
6596, cumple las expectativas
6597, cumple las expectativas
6598, la calidad no es la esperada
6599,el paquete llego en mal estado
6600,el paquete llego en mal estado
6601,no llego el producto
6602,muy malo
6603,no cumple las expectativas
6604,muy malo
6605,no llego el producto
6606,buena relacion calidad-precio
6607, cumple las expectativas
6608,me gusto
6609, la calidad no es la esperada
6610,justo lo que esperaba
6611,llego justo a tiempo
6612,justo lo que esperaba
6613, muy bueno!
6614, cumple las expectativas
6615,justo lo que esperaba
6616,no llego en tiempo
6617, la calidad no es la esperada
6618, muy bueno!
6619, muy bueno!
6620,llego justo a tiempo
6621,justo lo que esperaba
6622, la calidad no es la esperada
6623,no llego el producto
6624,me gusto
6625,no llego el producto
6626,el paquete llego en mal estado
6627,el paquete llego en mal estado
6628,no llego el producto
6629, muy bueno!
6630, muy bueno!
6631, muy bueno!
6632,buena relacion calidad-precio
6633,el paquete llego en mal estado
6634,no llego el producto
6635, cumple las expectativas
6636,me gusto
6637,buena relacion calidad-precio
6638,me gusto
6639,me gusto
6640,muy malo
6641,buena relacion calidad-precio
6642,no llego en tiempo
6643,llego justo a tiempo
6644,muy malo
6645,justo lo que esperaba
6646,no cumple las expectativas
6647, cumple las expectativas
6648,llego justo a tiempo
6649,muy malo
6650, cumple las expectativas
6651, cumple las expectativas
6652, muy bueno!
6653, cumple las expectativas
6654,no cumple las expectativas
6655,buena relacion calidad-precio
6656, muy bueno!
6657,no cumple las expectativas
6658,llego justo a tiempo
6659,buena relacion calidad-precio
6660,buena relacion calidad-precio
6661,buena relacion calidad-precio
6662, la calidad no es la esperada
6663,llego justo a tiempo
6664,no llego en tiempo
6665,el paquete llego en mal estado
6666, la calidad no es la esperada
6667, la calidad no es la esperada
6668,llego justo a tiempo
6669,justo lo que esperaba
6670, muy bueno!
6671, la calidad no es la esperada
6672,no llego el producto
6673,no cumple las expectativas
6674,el paquete llego en mal estado
6675,no llego el producto
6676,buena relacion calidad-precio
6677,no llego el producto
6678,me gusto
6679,muy malo
6680,el paquete llego en mal estado
6681,llego justo a tiempo
6682, cumple las expectativas
6683,no llego el producto
6684,no cumple las expectativas
6685,el paquete llego en mal estado
6686,el paquete llego en mal estado
6687,muy malo
6688, la calidad no es la esperada
6689,justo lo que esperaba
6690,llego justo a tiempo
6691,justo lo que esperaba
6692,muy malo
6693, muy bueno!
6694,justo lo que esperaba
6695, cumple las expectativas
6696,justo lo que esperaba
6697, muy bueno!
6698,buena relacion calidad-precio
6699,llego justo a tiempo
6700, la calidad no es la esperada
6701,justo lo que esperaba
6702,me gusto
6703,no llego el producto
6704, muy bueno!
6705,no cumple las expectativas
6706,el paquete llego en mal estado
6707,justo lo que esperaba
6708,no cumple las expectativas
6709, la calidad no es la esperada
6710, cumple las expectativas
6711,no cumple las expectativas
6712,no cumple las expectativas
6713,muy malo
6714,llego justo a tiempo
6715,no llego el producto
6716,el paquete llego en mal estado
6717,no llego en tiempo
6718, cumple las expectativas
6719, cumple las expectativas
6720,buena relacion calidad-precio
6721,no llego en tiempo
6722,me gusto
6723, la calidad no es la esperada
6724,me gusto
6725,justo lo que esperaba
6726,justo lo que esperaba
6727,buena relacion calidad-precio
6728, cumple las expectativas
6729, cumple las expectativas
6730,justo lo que esperaba
6731,muy malo
6732,no cumple las expectativas
6733,no llego el producto
6734,justo lo que esperaba
6735,me gusto
6736, cumple las expectativas
6737,me gusto
6738,no cumple las expectativas
6739, muy bueno!
6740, la calidad no es la esperada
6741,no llego el producto
6742,muy malo
6743,muy malo
6744,buena relacion calidad-precio
6745,no llego en tiempo
6746,no cumple las expectativas
6747,me gusto
6748,el paquete llego en mal estado
6749,buena relacion calidad-precio
6750,buena relacion calidad-precio
6751, muy bueno!
6752,muy malo
6753,llego justo a tiempo
6754,no cumple las expectativas
6755,el paquete llego en mal estado
6756,no cumple las expectativas
6757,no cumple las expectativas
6758,muy malo
6759, muy bueno!
6760, muy bueno!
6761,muy malo
6762, la calidad no es la esperada
6763, muy bueno!
6764,buena relacion calidad-precio
6765,buena relacion calidad-precio
6766,justo lo que esperaba
6767,el paquete llego en mal estado
6768,no llego el producto
6769, muy bueno!
6770,no llego el producto
6771,no cumple las expectativas
6772,muy malo
6773,buena relacion calidad-precio
6774, muy bueno!
6775, muy bueno!
6776,no llego en tiempo
6777,llego justo a tiempo
6778,no llego en tiempo
6779,justo lo que esperaba
6780, cumple las expectativas
6781,el paquete llego en mal estado
6782,buena relacion calidad-precio
6783,justo lo que esperaba
6784,justo lo que esperaba
6785,no cumple las expectativas
6786,no llego en tiempo
6787, cumple las expectativas
6788,no llego en tiempo
6789,me gusto
6790,muy malo
6791,buena relacion calidad-precio
6792, muy bueno!
6793,justo lo que esperaba
6794, la calidad no es la esperada
6795,llego justo a tiempo
6796, muy bueno!
6797, la calidad no es la esperada
6798,buena relacion calidad-precio
6799,no llego en tiempo
6800,no llego en tiempo
6801,no cumple las expectativas
6802,buena relacion calidad-precio
6803,no llego el producto
6804, muy bueno!
6805,no llego el producto
6806,el paquete llego en mal estado
6807, la calidad no es la esperada
6808,justo lo que esperaba
6809,buena relacion calidad-precio
6810,no llego el producto
6811,muy malo
6812,no llego el producto
6813,justo lo que esperaba
6814, muy bueno!
6815,muy malo
6816,el paquete llego en mal estado
6817,buena relacion calidad-precio
6818,no llego en tiempo
6819, la calidad no es la esperada
6820,muy malo
6821,no llego el producto
6822,no llego en tiempo
6823,buena relacion calidad-precio
6824,me gusto
6825,no llego en tiempo
6826,no cumple las expectativas
6827,buena relacion calidad-precio
6828,no llego el producto
6829, cumple las expectativas
6830,muy malo
6831, muy bueno!
6832,el paquete llego en mal estado
6833,no llego el producto
6834,me gusto
6835,justo lo que esperaba
6836,no llego el producto
6837,buena relacion calidad-precio
6838,buena relacion calidad-precio
6839,el paquete llego en mal estado
